customer_id,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,random_noise_1,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,employment_length_missing,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow,revolving_balance_missing,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
101182,588616,15,3,2013,Email,REF0000,ACT-1,0.89868,7,2,1,0,43,60400,3.2,full_time,bachelor,Single,0,0,753,8,17.5,210.0,68200.0,0.0,5,5,0,0,0.384,credit_card,8900,0,18.67,Revolving Credit,0.0,Broker,1048,P,5033.0,1810.67,267.0,0.413,0.413,0.053,0.359,24483.8,43716.2,2077.67,24932.04,0.147,33383.8,2955.66,0,NC,4.6,54000,1390,113,94,605
101183,566153,6,5,2014,Phone,REF0000,ACT-1,0.404055,8,2,1,1,31,24800,11.2,self_employed,some_college,Single,1,0,662,17,6.5,78.0,68600.0,0.0,1,1,0,0,0.448,mortgage,363000,360,8.58,Home Purchase,0.906,Direct Mail,1006,L,2066.67,199.87,2811.76,1.457,1.457,1.361,0.203,13925.8,54674.2,3011.63,36139.56,14.637,376925.8,-944.96,0,TX,4.5,61000,1540,102,84,824
101184,545521,14,0,2011,Phone,REF9614,ACT-1,0.141057,13,0,0,1,44,84000,6.5,full_time,bachelor,Single,1,0,782,8,11.3,135.60000000000002,230200.0,0.0,0,0,0,0,0.303,personal,8500,36,9.28,Debt Consolidation,0.0,Branch,1095,U,7000.0,1973.65,271.41,0.321,0.321,0.039,0.312,71822.4,158377.6,2245.06,26940.72,0.101,80322.4,4754.94,0,MA,4.2,81000,1820,146,118,171
101185,593687,13,3,2020,Email,REF0000,ACT-3,-0.571657,10,2,0,1,37,26200,7.1,part_time,bachelor,Single,1,0,671,11,8.1,97.19999999999999,46300.0,0.0,1,1,1,0,0.236,credit_card,7900,0,19.69,Revolving Credit,0.0,Broker,1081,W,2183.33,480.73,237.0,0.329,0.329,0.109,0.35,16205.0,30095.0,717.73,8612.76,0.302,24105.0,1465.603,0,FL,5.0,55000,1210,117,94,500
101186,559385,16,3,2018,Email,REF0000,ACT-2,1.576751,4,2,1,0,21,20000,3.6,full_time,bachelor,Single,1,0,630,1,0.7,8.399999999999999,51100.0,0.0,2,2,1,0,0.06,credit_card,8300,0,19.42,Revolving Credit,0.0,Branch,1004,F,1666.67,602.73,249.0,0.511,0.511,0.149,0.552,28207.2,22892.8,851.73,10220.76,0.415,36507.2,814.94,0,TX,4.2,61000,1260,109,88,808
101187,632434,23,1,2011,Mail,REF0000,ACT-1,0.218798,10,4,1,1,48,29400,4.1,self_employed,high_school,Divorced,2,0,707,12,7.5,90.0,87300.0,0.0,1,1,0,0,0.371,mortgage,257300,360,5.77,Home Purchase,0.772,Online,997,K,2450.0,531.27,1504.8,0.831,0.831,0.614,0.257,22436.1,64863.9,2036.07,24432.84,8.752,279736.1,413.93,0,NY,4.9,72000,1780,143,122,638
101188,602688,13,2,2023,Email,REF5616,ACT-1,-0.563282,13,3,1,0,42,27800,7.4,full_time,some_college,Married,0,0,717,3,5.9,70.80000000000001,62400.0,0.0,1,1,0,0,0.293,personal,17000,60,10.66,Home Improvement,0.0,Broker,1042,Z,2316.67,216.9,366.75,0.252,0.252,0.158,0.583,36379.2,26020.8,583.65,7003.8,0.612,53379.2,1733.017,0,CA,5.7,75000,1680,159,121,993
101189,618499,3,2,2019,Email,REF8325,ACT-1,-0.224615,8,6,1,1,40,50500,2.8,full_time,graduate,Single,0,0,719,14,1.4,16.799999999999997,154800.0,0.0,0,0,0,0,0.329,personal,26100,48,13.77,Medical,0.0,Online,1054,O,4208.33,1636.62,710.21,0.558,0.558,0.169,0.423,65480.4,89319.6,2346.83,28161.96,0.517,91580.4,1861.5,0,NC,4.3,54000,1260,98,87,323
101190,637556,22,0,2019,Email,REF0000,ACT-3,-0.566704,12,4,1,0,50,81700,7.5,full_time,bachelor,Married,0,0,785,5,16.4,196.79999999999998,63900.0,0.0,1,1,0,0,0.315,personal,35700,48,11.69,Major Purchase,0.0,Online,1050,I,6808.33,1215.18,934.69,0.316,0.316,0.137,0.556,35528.4,28371.6,2149.87,25798.44,0.437,71228.4,4658.46,0,NC,3.7,54000,1400,115,82,601
101191,633574,15,6,2013,Email,REF0000,ACT-3,-0.158542,2,0,1,1,21,27500,3.2,full_time,high_school,Single,0,0,645,2,3.0,36.0,61500.0,0.0,1,1,1,0,0.234,personal,11200,36,12.44,Home Improvement,0.0,Online,1015,E,2291.67,585.29,374.36,0.419,0.419,0.163,0.654,40221.0,21279.0,959.65,11515.8,0.407,51421.0,1332.017,0,PA,4.6,61000,1320,93,81,786
101192,610661,21,1,2019,Email,REF0000,ACT-1,1.232541,18,1,1,0,60,70500,10.3,full_time,some_college,Divorced,0,0,772,20,2.0,24.0,216600.0,0.0,1,1,0,0,0.359,mortgage,322300,360,6.49,Refinance,0.859,Online,1048,W,5875.0,2084.68,2035.04,0.701,0.701,0.346,0.333,72127.8,144472.2,4119.72,49436.64,4.572,394427.8,1755.28,0,NC,4.3,54000,1370,109,77,845
101193,600105,4,1,2016,Email,REF0000,ACT-1,-1.249218,3,1,1,1,30,54300,7.6,part_time,bachelor,Single,0,0,759,8,9.7,116.39999999999999,169600.0,0.0,1,1,0,1,0.363,credit_card,16200,0,18.02,Revolving Credit,0.0,Online,1070,Z,4525.0,378.76,486.0,0.191,0.191,0.107,0.314,53254.4,116345.6,864.76,10377.12,0.298,69454.4,3660.24,0,IL,5.2,65000,1330,104,86,659
101194,602645,1,3,2014,Email,REF0000,ACT-1,-0.050535,13,1,0,1,53,50300,3.2,full_time,high_school,Married,1,0,700,17,10.7,128.39999999999998,106800.0,0.0,3,3,0,0,0.372,personal,8200,48,11.28,Other,0.0,Broker,1002,Q,4191.67,836.32,213.05,0.25,0.25,0.051,0.812,86721.6,20078.4,1049.37,12592.44,0.163,94921.6,3142.3,0,TX,4.4,61000,1560,109,95,330
101195,610541,10,1,2013,Email,REF0000,ACT-1,1.039338,13,3,0,1,55,41700,2.4,self_employed,some_college,Married,0,0,732,6,4.7,56.400000000000006,128000.0,0.0,1,1,0,0,0.178,mortgage,71500,360,5.86,Home Purchase,0.727,Branch,1080,J,3475.0,1222.6,422.26,0.473,0.473,0.122,0.497,63616.0,64384.0,1644.86,19738.32,1.715,135116.0,1830.14,0,FL,5.6,55000,1340,114,87,175
101196,643714,9,0,2014,Mail,REF0000,ACT-2,0.854779,13,3,1,1,45,20000,5.8,self_employed,some_college,Single,0,0,636,8,14.1,169.2,40800.0,0.0,1,1,0,0,0.417,credit_card,12000,0,20.2,Revolving Credit,0.0,Broker,1043,I,1666.67,464.0,360.0,0.494,0.494,0.216,0.733,29906.4,10893.6,824.0,9888.0,0.6,41906.4,842.667,0,OH,4.8,56000,1370,87,71,938
101197,579825,2,0,2011,Mail,REF8381,ACT-2,-1.672915,15,3,1,1,47,37500,6.4,full_time,bachelor,Married,0,0,717,13,17.2,206.39999999999998,46700.0,0.0,0,0,0,0,0.438,personal,21800,60,13.18,Medical,0.0,Online,1004,R,3125.0,476.98,498.03,0.312,0.312,0.159,0.46,21482.0,25218.0,975.01,11700.12,0.581,43282.0,2149.99,0,NY,5.2,72000,1900,150,124,444
101198,588929,2,5,2011,Email,REF7357,ACT-1,-0.643708,7,0,1,0,44,25000,9.0,full_time,bachelor,Married,2,0,730,7,8.8,105.60000000000001,57900.0,0.0,3,3,0,0,0.346,personal,26700,36,11.26,Medical,0.0,Online,1075,G,2083.33,508.37,877.41,0.665,0.665,0.421,0.391,22638.9,35261.1,1385.78,16629.36,1.068,49338.9,697.55,0,MD,4.2,84000,2040,126,111,162
101199,548337,12,5,2012,Phone,REF2357,ACT-3,-0.48866,9,2,1,1,43,110500,5.6,full_time,some_college,Married,5,0,720,2,15.8,189.60000000000002,110700.0,0.0,0,0,0,0,0.273,personal,30900,36,12.55,Home Improvement,0.0,Online,1005,I,9208.33,2482.98,1034.46,0.382,0.382,0.112,0.361,39962.7,70737.3,3517.44,42209.28,0.28,70862.7,5690.893,0,TX,4.2,61000,1310,102,88,744
101200,579000,10,4,2020,Phone,REF0000,ACT-1,0.25913,7,5,0,1,39,28100,6.4,self_employed,some_college,Married,0,0,637,7,7.4,88.80000000000001,55400.0,0.0,3,3,0,1,0.259,personal,2600,36,13.04,Medical,0.0,Broker,1000,R,2341.67,207.63,87.65,0.126,0.126,0.037,0.223,12354.2,43045.8,295.28,3543.36,0.093,14954.2,2046.387,0,TX,4.5,61000,1390,112,86,829
101201,555501,22,6,2021,Email,REF4550,ACT-1,-1.195752,8,0,0,1,34,63900,0.7,full_time,bachelor,Married,2,0,745,5,1.8,21.6,186800.0,0.0,0,0,0,0,0.176,personal,39900,60,13.62,Major Purchase,0.0,Direct Mail,1084,J,5325.0,867.65,920.56,0.336,0.336,0.173,0.262,48941.6,137858.4,1788.21,21458.52,0.624,88841.6,3536.79,0,FL,5.0,55000,1220,114,87,931
101202,564046,6,1,2015,Mail,REF1486,ACT-2,-0.116611,2,2,1,1,25,28300,8.0,full_time,bachelor,Divorced,1,0,720,8,7.0,84.0,67300.0,0.0,2,2,0,0,0.236,mortgage,194100,360,7.14,Home Purchase,0.793,Online,1004,M,2358.33,241.59,1309.65,0.658,0.658,0.555,0.688,46302.4,20997.6,1551.24,18614.88,6.859,240402.4,807.09,0,NY,4.2,72000,1760,142,110,951
101203,626581,13,3,2012,Phone,REF0000,ACT-1,1.071446,5,3,0,0,42,78900,6.6,full_time,bachelor,Married,2,0,741,8,6.9,82.80000000000001,174000.0,0.0,2,2,0,0,0.34,credit_card,8700,0,16.2,Revolving Credit,0.0,Broker,1038,O,6575.0,2143.63,261.0,0.366,0.366,0.04,0.75,130500.0,43500.0,2404.63,28855.56,0.11,139200.0,4170.37,0,IN,3.9,55000,1490,90,78,259
101204,596380,9,0,2019,Email,REF0000,ACT-2,-0.978129,7,1,0,0,39,48900,6.3,full_time,bachelor,Married,0,0,708,1,16.8,201.60000000000002,104400.0,0.0,3,3,0,1,0.257,mortgage,394400,180,6.91,Home Purchase,0.781,Online,1002,N,4075.0,717.08,3525.16,1.041,1.041,0.865,0.595,62118.0,42282.0,4242.24,50906.88,8.065,456518.0,-167.24,0,TX,3.5,61000,1610,99,97,975
101205,558031,17,0,2021,Phone,REF0000,ACT-1,0.083069,6,1,1,1,25,20000,7.8,full_time,bachelor,Married,3,0,707,7,7.0,84.0,30100.0,0.0,2,2,0,0,0.257,credit_card,12300,0,18.24,Revolving Credit,0.0,Online,1046,P,1667.0,419.65,369.0,0.473,0.473,0.221,0.55,16555.0,13545.0,788.65,9463.8,0.615,28855.0,878.017,0,CA,6.0,75000,1980,158,125,640
101206,600776,16,6,2017,Phone,REF0000,ACT-1,-0.969415,7,3,1,0,36,39100,4.4,full_time,some_college,Single,3,0,728,4,10.9,130.8,46500.0,0.0,1,1,0,0,0.208,credit_card,14000,0,16.48,Revolving Credit,0.0,Branch,1005,G,3258.0,399.9,420.0,0.252,0.252,0.129,0.534,24831.0,21669.0,819.9,9838.8,0.358,38831.0,2438.43,0,NY,5.5,72000,1630,135,118,800
101207,549586,16,0,2015,Email,REF0000,ACT-3,-1.74149,5,1,1,0,37,24600,3.0,full_time,some_college,Single,0,0,710,16,16.5,198.0,62600.0,0.0,1,1,0,0,0.54,personal,29600,36,11.14,Debt Consolidation,0.0,Online,1004,G,2050.0,468.29,971.03,0.702,0.702,0.474,0.414,25916.4,36683.6,1439.32,17271.84,1.203,55516.4,610.68,0,TX,4.7,61000,1430,97,81,344
101208,552751,15,2,2023,Email,REF0000,ACT-1,-0.741996,16,0,0,1,52,25000,5.4,self_employed,bachelor,Married,0,0,687,14,4.2,50.400000000000006,47500.0,0.0,5,5,0,0,0.32,personal,20700,60,12.59,Other,0.0,Branch,1066,K,2083.33,815.17,466.66,0.615,0.615,0.224,0.334,15865.0,31635.0,1281.83,15381.96,0.828,36565.0,801.5,0,TN,3.8,53000,1370,106,90,130
101209,546811,12,2,2010,Email,REF0000,ACT-3,-0.208537,10,1,0,0,42,59400,5.1,full_time,high_school,Single,2,0,755,12,11.3,135.60000000000002,166500.0,0.0,4,4,0,0,0.293,personal,14500,36,9.45,Debt Consolidation,0.0,Branch,1045,R,4950.0,698.28,464.14,0.235,0.235,0.094,0.153,25474.5,141025.5,1162.42,13949.04,0.244,39974.5,3787.58,0,CA,5.4,75000,1780,156,123,595
101210,637306,2,3,2010,Phone,REF0000,ACT-3,0.555324,10,3,0,1,65,50200,2.5,full_time,graduate,Married,0,0,733,24,8.5,102.0,137700.0,0.0,1,1,0,0,0.416,mortgage,261000,360,7.0,Refinance,0.711,Broker,1079,T,4183.33,658.74,1736.44,0.573,0.573,0.415,0.858,118146.6,19553.4,2395.18,28742.16,5.199,379146.6,1788.15,0,FL,4.7,55000,1290,118,101,255
101211,578482,23,1,2013,Email,REF0000,ACT-2,-1.122073,6,0,1,0,24,30000,4.9,full_time,high_school,Single,0,0,655,10,6.0,72.0,81400.0,0.0,1,1,1,0,0.307,mortgage,343700,360,7.18,Home Purchase,0.697,Branch,1050,L,2500.0,296.74,2328.34,1.05,1.05,0.931,0.55,44770.0,36630.0,2625.08,31500.96,11.457,388470.0,-125.08,0,CA,5.3,75000,1670,149,112,296
101212,634441,6,0,2021,Email,REF0000,ACT-1,1.491193,20,3,0,0,57,45400,4.5,full_time,bachelor,Married,1,0,758,12,4.2,50.400000000000006,143900.0,0.0,0,0,0,0,0.196,personal,7200,36,12.11,Other,0.0,Branch,1052,R,3783.0,520.54,239.52,0.201,0.201,0.063,0.366,52667.4,91232.6,760.06,9120.72,0.159,59867.4,3023.27,0,WA,4.4,78000,2120,146,118,581
101213,622501,19,6,2022,Email,REF0000,ACT-1,0.588222,6,2,1,0,38,33300,4.4,contract,high_school,Single,2,0,730,13,5.9,70.80000000000001,46200.0,0.0,3,3,0,0,0.325,credit_card,12800,0,17.65,Revolving Credit,0.0,Online,1014,E,2775.0,1073.13,384.0,0.525,0.525,0.138,0.498,23007.6,23192.4,1457.13,17485.56,0.384,35807.6,1317.87,0,PA,5.0,61000,1340,88,74,277
101214,626726,13,6,2021,Email,REF5511,ACT-2,0.585172,5,2,1,0,23,32400,0.4,part_time,bachelor,Single,0,0,726,11,5.0,60.0,29800.0,0.0,3,3,0,0,0.223,credit_card,6800,0,15.9,Revolving Credit,0.0,Direct Mail,1084,V,2700.0,153.08,204.0,0.132,0.132,0.076,0.207,6168.6,23631.4,357.08,4284.96,0.21,12968.6,2342.92,0,FL,5.0,55000,1130,118,95,702
101215,615198,23,3,2011,Email,REF0000,ACT-1,0.861777,8,3,0,1,35,29800,8.7,self_employed,some_college,Single,1,0,691,12,17.0,204.0,70500.0,0.0,1,1,0,0,0.485,personal,19100,36,12.55,Major Purchase,0.0,Online,1048,M,2483.0,907.19,639.42,0.623,0.623,0.257,0.248,17484.0,53016.0,1546.61,18559.32,0.641,36584.0,936.72,0,WA,4.7,78000,1930,146,113,679
101216,555770,8,1,2019,Email,REF0000,ACT-1,0.558007,12,3,0,1,43,38400,0.8,full_time,some_college,Married,1,0,726,8,8.0,96.0,111200.0,1.0,2,2,0,1,0.326,personal,25200,36,11.64,Home Improvement,0.0,Online,1046,U,3200.0,976.57,832.67,0.565,0.565,0.26,0.351,39031.2,72168.8,1809.24,21710.88,0.656,64231.2,1390.76,0,OH,4.5,56000,1360,91,68,447
101217,632156,23,5,2018,Email,REF0000,ACT-3,-1.105791,15,1,1,1,54,47700,5.6,full_time,graduate,Married,1,0,747,8,22.4,268.79999999999995,107700.0,0.0,4,4,0,0,0.404,mortgage,391000,360,6.53,Home Purchase,0.581,Online,1017,M,3975.0,593.55,2479.11,0.773,0.773,0.624,0.684,73666.8,34033.2,3072.66,36871.92,8.197,464666.8,902.34,0,NJ,5.0,82000,2080,139,116,175
101218,620226,7,0,2016,Email,REF0000,ACT-3,-1.76956,9,2,1,0,45,51800,9.9,full_time,some_college,Married,2,0,691,3,18.9,226.79999999999998,82000.0,0.0,2,2,0,0,0.304,personal,18900,36,12.85,Debt Consolidation,0.0,Online,1012,H,4317.0,390.7,635.45,0.238,0.238,0.147,0.763,62566.0,19434.0,1026.15,12313.8,0.365,81466.0,3290.52,0,PA,4.1,61000,1210,101,91,396
101219,545247,16,3,2023,Email,REF0000,ACT-3,-0.947199,10,1,1,1,30,22800,5.0,full_time,bachelor,Divorced,0,0,692,7,8.0,96.0,66600.0,0.0,1,1,0,0,0.312,personal,10900,24,10.68,Major Purchase,0.0,Online,1048,I,1900.0,706.25,506.41,0.638,0.638,0.267,0.305,20313.0,46287.0,1212.66,14551.92,0.478,31213.0,687.34,0,WA,4.7,78000,2040,157,120,645
101220,619571,7,6,2023,Email,REF7031,ACT-1,-1.261276,12,2,1,1,42,145600,3.2,full_time,advanced,Married,3,0,744,20,17.5,210.0,126400.0,0.0,1,1,0,0,0.5,mortgage,121800,360,5.78,Home Purchase,0.747,Branch,1046,E,12133.0,3107.23,713.11,0.315,0.315,0.059,0.233,29451.2,96948.8,3820.34,45844.08,0.837,151251.2,8312.993,0,CA,5.9,75000,1490,164,127,242
101221,596921,5,6,2020,Email,REF0000,ACT-1,-0.725157,15,1,0,0,44,66600,6.1,full_time,bachelor,Married,0,0,753,4,13.4,160.8,148700.0,0.0,4,4,0,0,0.37,credit_card,2000,0,15.13,Revolving Credit,0.0,Online,1086,V,5550.0,1967.65,60.0,0.365,0.365,0.011,0.401,59628.7,89071.3,2027.65,24331.8,0.03,61628.7,3522.35,0,FL,4.9,55000,1310,115,89,745
101222,587410,1,3,2021,Email,REF0000,ACT-1,0.476309,6,1,1,1,34,85400,6.2,full_time,graduate,Married,0,0,701,0,7.4,88.80000000000001,136800.0,0.0,0,0,0,0,0.096,personal,17400,60,11.19,Debt Consolidation,0.0,Online,1050,W,7116.67,709.48,379.97,0.153,0.153,0.053,0.615,84132.0,52668.0,1089.45,13073.4,0.204,101532.0,6027.22,0,WA,4.8,78000,1870,150,118,478
101223,613787,21,6,2021,Email,REF0000,ACT-1,-0.443033,10,2,1,0,39,59600,2.9,full_time,bachelor,Married,1,0,745,6,5.3,63.599999999999994,62100.0,0.0,0,0,0,0,0.155,personal,22700,12,11.42,Medical,0.0,Online,1046,S,4966.67,1684.42,2010.71,0.744,0.744,0.405,0.239,14841.9,47258.1,3695.13,44341.56,0.381,37541.9,1271.537,0,CA,5.4,75000,1860,169,125,800
101224,641611,15,0,2016,Email,REF0000,ACT-1,-1.170853,8,0,1,1,40,21800,8.0,full_time,some_college,Married,2,0,660,13,5.9,70.80000000000001,44500.0,0.0,1,1,0,0,0.415,personal,11600,36,11.69,Medical,0.0,Branch,1067,B,1817.0,564.58,383.57,0.522,0.522,0.211,0.51,22695.0,21805.0,948.15,11377.8,0.532,34295.0,868.52,0,IL,5.0,65000,1270,101,80,370
101225,620555,22,6,2023,Phone,REF0000,ACT-1,0.027044,15,5,0,1,51,38800,0.5,full_time,advanced,Single,1,0,737,7,9.5,114.0,79500.0,0.0,2,2,0,0,0.331,mortgage,185800,360,5.47,Refinance,0.781,Branch,1085,C,3233.33,734.45,1051.46,0.552,0.552,0.325,0.535,42532.5,36967.5,1785.91,21430.92,4.789,228332.5,1447.42,0,FL,4.9,55000,1530,107,90,973
101226,561837,1,0,2012,Email,REF4758,ACT-2,-0.316155,11,2,0,1,41,56500,8.1,full_time,bachelor,Married,0,0,764,6,21.7,260.4,46500.0,0.0,1,1,0,0,0.473,personal,21400,24,11.0,Debt Consolidation,0.0,Branch,1085,R,4708.0,1689.89,997.41,0.571,0.571,0.212,0.579,26923.5,19576.5,2687.3,32247.6,0.379,48323.5,2021.03,0,FL,4.8,55000,1120,118,93,992
101227,581695,6,3,2014,Email,REF0000,ACT-2,-1.000192,6,1,1,0,24,32100,0.5,part_time,graduate,Single,2,0,717,2,6.0,72.0,26600.0,0.0,0,0,0,0,0.133,mortgage,130600,360,6.4,Refinance,0.906,Online,1073,P,2675.0,846.46,816.91,0.622,0.622,0.305,0.495,13167.0,13433.0,1663.37,19960.44,4.069,143767.0,1011.63,0,TN,4.1,53000,1340,107,86,766
101228,568600,5,5,2012,Phone,REF0000,ACT-3,-1.999829,8,3,1,0,37,69100,10.4,full_time,some_college,Single,1,0,659,5,0.9,10.8,126200.0,0.0,3,3,0,0,0.127,mortgage,161600,360,6.48,Refinance,0.848,Online,1092,S,5758.0,550.84,1019.3,0.273,0.273,0.177,0.323,40762.6,85437.4,1570.14,18841.68,2.339,202362.6,4188.19,0,WI,4.4,60000,1380,99,79,188
101229,580301,11,0,2022,Email,REF8961,ACT-3,-1.650234,5,2,1,0,23,20000,3.0,full_time,some_college,Single,1,0,669,7,0.7,8.399999999999999,52800.0,0.0,1,1,0,0,0.163,mortgage,130200,360,9.32,Home Purchase,0.9,Direct Mail,996,A,1666.67,562.56,1077.73,0.984,0.984,0.647,0.517,27297.6,25502.4,1640.29,19683.48,6.51,157497.6,26.38,0,NY,5.1,72000,1720,150,117,593
101230,570782,2,0,2022,Mail,REF0000,ACT-1,-1.08411,14,4,1,0,46,103800,12.0,full_time,high_school,Single,2,0,789,19,7.5,90.0,110600.0,0.0,0,0,0,0,0.371,mortgage,400800,180,4.07,Refinance,0.755,Broker,1078,X,8650.0,1142.2,2978.75,0.476,0.476,0.344,0.781,86378.6,24221.4,4120.95,49451.4,3.861,487178.6,4529.05,0,MI,5.2,57000,1290,94,78,276
101231,601115,12,0,2016,Mail,REF3969,ACT-1,-0.032965,14,2,1,1,45,28800,9.3,full_time,bachelor,Married,2,0,665,7,11.6,139.2,20400.0,0.0,4,4,0,0,0.298,personal,2300,60,11.47,Debt Consolidation,0.0,Online,1070,I,2400.0,512.5,50.55,0.235,0.235,0.021,0.224,4569.6,15830.4,563.05,6756.6,0.08,6869.6,1836.95,0,IL,4.6,65000,1460,104,80,893
101232,613116,13,5,2011,Email,REF0000,ACT-3,1.315978,8,2,1,1,36,53300,5.8,full_time,graduate,Married,3,0,734,8,13.5,162.0,147700.0,0.0,5,5,0,0,0.311,mortgage,85100,360,5.4,Home Purchase,0.863,Online,1063,M,4441.67,1590.75,477.86,0.466,0.466,0.108,0.251,37072.7,110627.3,2068.61,24823.32,1.597,122172.7,2373.057,0,IL,5.1,65000,1700,102,92,144
101233,581633,9,4,2022,Mail,REF0000,ACT-2,-1.445221,8,3,0,1,31,34900,2.7,full_time,some_college,Married,1,0,704,0,13.0,156.0,25500.0,0.0,3,3,0,0,0.215,mortgage,90700,180,6.59,Home Purchase,0.692,Direct Mail,1063,O,2908.0,238.73,794.59,0.355,0.355,0.273,0.294,7497.0,18003.0,1033.32,12399.84,2.599,98197.0,1875.01,0,IL,5.0,65000,1480,102,86,796
101234,574619,16,2,2013,Email,REF1993,ACT-1,-0.200242,9,1,1,0,55,31300,10.6,full_time,bachelor,Married,0,0,718,14,17.1,205.20000000000002,70200.0,0.0,0,0,0,0,0.455,mortgage,387500,360,6.65,Refinance,0.842,Branch,1096,J,2608.0,467.06,2487.61,1.133,1.133,0.954,0.153,10740.6,59459.4,2954.67,35456.04,12.38,398240.6,-346.34,0,MA,4.7,81000,1820,149,123,170
101235,568868,9,4,2010,Mail,REF0000,ACT-1,0.626762,6,0,1,0,43,80200,3.7,full_time,some_college,Single,2,0,700,15,12.4,148.8,133500.0,0.0,0,0,0,0,0.411,mortgage,210100,360,5.98,Refinance,0.922,Online,1043,R,6683.33,2087.06,1256.96,0.5,0.5,0.188,0.194,25899.0,107601.0,3344.02,40128.24,2.62,235999.0,3339.313,0,CA,5.5,75000,1650,168,124,459
101236,553016,20,1,2014,Mail,REF0000,ACT-3,-1.994508,7,1,1,1,38,30000,3.6,full_time,bachelor,Married,0,0,758,1,13.6,163.2,42800.0,0.0,2,2,0,0,0.23,personal,18600,48,10.86,Medical,0.0,Online,1089,R,2500.0,213.48,479.46,0.277,0.277,0.192,0.289,12369.2,30430.8,692.94,8315.28,0.62,30969.2,1807.06,0,WI,4.9,60000,1370,100,79,327
101237,552917,7,4,2010,Email,REF0000,ACT-3,0.003975,4,0,1,0,35,31000,0.4,self_employed,some_college,Married,0,0,672,8,15.0,180.0,29200.0,0.0,0,0,0,0,0.444,mortgage,461700,360,6.65,Refinance,0.633,Branch,1047,J,2583.33,204.42,2963.95,1.226,1.226,1.147,0.498,14541.6,14658.4,3168.37,38020.44,14.894,476241.6,-585.04,0,NC,4.2,54000,1390,106,93,679
101238,583925,23,4,2010,Phone,REF0000,ACT-1,-0.076376,4,1,1,1,35,33400,1.9,full_time,high_school,Single,0,0,663,9,11.6,139.2,30200.0,0.0,1,1,1,0,0.329,credit_card,10300,0,19.26,Revolving Credit,0.0,Branch,1003,B,2783.0,800.3,309.0,0.399,0.399,0.111,0.306,9241.2,20958.8,1109.3,13311.6,0.308,19541.2,1674.03,0,GA,3.8,58000,1440,100,82,526
101239,592012,9,3,2023,Phone,REF0000,ACT-3,-0.352138,9,4,0,1,35,33000,8.6,full_time,advanced,Single,0,0,707,3,3.3,39.599999999999994,102100.0,0.0,2,2,0,0,0.269,personal,12400,48,10.46,Medical,0.0,Branch,1077,V,2750.0,619.51,317.24,0.341,0.341,0.115,0.465,47476.5,54623.5,936.75,11241.0,0.376,59876.5,1813.25,0,FL,5.0,55000,1120,113,87,935
101240,550590,16,4,2021,Email,REF0000,ACT-3,-0.207399,15,5,1,1,44,36100,2.8,contract,graduate,Divorced,0,0,691,16,7.2,86.4,23400.0,0.0,1,1,0,0,0.318,credit_card,15300,0,17.61,Revolving Credit,0.0,Broker,1069,N,3008.33,988.06,459.0,0.481,0.481,0.153,0.299,6996.6,16403.4,1447.06,17364.72,0.424,22296.6,1561.27,0,TN,4.3,53000,1270,104,79,753
101241,581239,21,3,2012,Email,REF0000,ACT-1,-0.2883,8,4,0,1,34,45000,6.1,self_employed,bachelor,Single,1,0,737,5,16.0,192.0,108300.0,0.0,1,1,0,0,0.371,mortgage,249300,360,5.72,Refinance,0.79,Online,1086,V,3750.0,1363.68,1450.1,0.75,0.75,0.387,0.693,75051.9,33248.1,2813.78,33765.36,5.54,324351.9,936.22,0,VA,3.4,74000,1530,126,98,202
101242,641749,17,4,2019,Email,REF0000,ACT-1,0.773209,15,1,0,1,57,36800,6.4,full_time,high_school,Single,1,0,733,13,19.1,229.20000000000002,102500.0,0.0,3,3,0,0,0.448,mortgage,415200,360,5.94,Home Purchase,0.799,Branch,1017,U,3066.67,787.78,2473.34,1.063,1.063,0.807,0.236,24190.0,78310.0,3261.12,39133.44,11.283,439390.0,-194.45,0,PA,4.2,61000,1350,100,86,647
101243,619194,14,1,2011,Email,REF0000,ACT-1,0.08939,8,5,1,0,28,47800,0.5,full_time,bachelor,Married,2,0,668,15,6.2,74.4,77100.0,0.0,1,1,1,0,0.401,mortgage,249400,360,7.44,Home Purchase,0.681,Online,1077,T,3983.33,314.72,1733.61,0.514,0.514,0.435,0.223,17193.3,59906.7,2048.33,24579.96,5.218,266593.3,1935.0,0,FL,4.5,55000,1260,118,90,146
